Column1,code_2,category,description_2,code_3,description_3,abbreviations,id,link
630,C77,Lymph node cancer,Secondary and unspecified malignant neoplasm of lymph nodes,C77.2,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,C77 | C77.2 | Lymph-nodal Cancer | Lymph nodal cancer | LNC | Lymph Node Cancer | Lymph-Node Cancer |,4e49f887-4ff3-5c58-b479-ac4a7d958276,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C76-C80/C77-/C77.2
631,C77,Lymph node cancer,Secondary and unspecified malignant neoplasm of lymph nodes,C77.3,Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,C77 | C77.3 | Lymph-nodal Cancer | Lymph nodal cancer | LNC | Lymph Node Cancer | Lymph-Node Cancer |,66e97cc1-c254-5feb-bb7c-5e8a6cc4cb4a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C76-C80/C77-/C77.3
632,C77,Lymph node cancer,Secondary and unspecified malignant neoplasm of lymph nodes,C77.4,Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes,C77 | C77.4 | Lymph-nodal Cancer | Lymph nodal cancer | LNC | Lymph Node Cancer | Lymph-Node Cancer |,ed36f4c9-6b01-5d23-b037-921b3ea97023,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C76-C80/C77-/C77.4
633,C77,Lymph node cancer,Secondary and unspecified malignant neoplasm of lymph nodes,C77.5,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,C77 | C77.5 | Lymph-nodal Cancer | Lymph nodal cancer | LNC | Lymph Node Cancer | Lymph-Node Cancer |,be265eb1-3867-5ca2-9b42-8bec1990db1f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C76-C80/C77-/C77.5
634,C77,Lymph node cancer,Secondary and unspecified malignant neoplasm of lymph nodes,C77.8,Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions,C77 | C77.8 | Lymph-nodal Cancer | Lymph nodal cancer | LNC | Lymph Node Cancer | Lymph-Node Cancer |,1914a0f4-631f-568c-8ef9-a25349251469,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C76-C80/C77-/C77.8
635,C77,Lymph node cancer,Secondary and unspecified malignant neoplasm of lymph nodes,C77.9,"Secondary and unspecified malignant neoplasm of lymph node, unspecified",C77 | C77.9 | Lymph-nodal Cancer | Lymph nodal cancer | LNC | Lymph Node Cancer | Lymph-Node Cancer |,cc9e4548-a740-5dde-b8d3-a95cd5c234fd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C76-C80/C77-/C77.9
636,C81,Lymphoma,Hodgkin lymphoma,C81.0,Nodular lymphocyte predominant Hodgkin lymphoma,C81 | C81.0 | Nodular Lymphocyte Predominant Hodgkin Lymphoma | NLPHL | Nodular Lymphocyte Predominant HL | LP Hodgkin Lymphoma | Lymphocyte Predominant HL | Hodgkin Lymphoma | Classical Hodgkin Lymphoma | HL | Hodgkin's Lymphoma |,4aee0f4d-792e-5550-a41d-5e0a34907ef4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.0
637,C81,Lymphoma,Hodgkin lymphoma,C81.00,Nodular lymphocyte predominant Hodgkin lymphoma unspecified site,C81 | C81.00 | Nodular Lymphocyte Predominant Hodgkin Lymphoma | NLPHL | Nodular Lymphocyte Predominant HL | LP Hodgkin Lymphoma | Lymphocyte Predominant HL | Hodgkin Lymphoma | Classical Hodgkin Lymphoma | HL | Hodgkin's Lymphoma |,411ad9f8-f4b2-5542-98cd-525525ce5ab7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.00
921,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.06,Mycosis fungoides intrapelvic lymph nodes,C84 | C84.06 | T cell Lymphoma  | T-cell lymphoma | T cell lymphoma |Cutaneous T-cell lymphoma| Lymphoma | Mycosis Fungoides | Cutaneous- T cell Lymphoma | CTCL | C-TCL | |  T cell Lymphoma | Mycosis fungoides of intrapelvic lymph nodes | Mycosis fungoides of lymph nodes | Lymphoidal Mycosis fungoides | NK Cell Lymphoma  | T/NK-cell lymphoma | Lymphoma |,541143a8-bced-5729-b830-26cc296555e9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.06
638,C81,Lymphoma,Hodgkin lymphoma,C81.01,"Nodular lymphocyte predominant Hodgkin lymphoma lymph nodes of head, face, and neck","C81 | C81.01 | Nodular Lymphocyte Predominant Hodgkin Lymphoma Lymph Nodes of Head, Face, and Neck | NLPHL | LP Hodgkin Lymphoma | Cervical Lymphoma | Head and Neck Hodgkin Lymphoma | HL | Hodgkin's Lymphoma",685148b6-d30c-5243-91c7-c35002962e5c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.01
639,C81,Lymphoma,Hodgkin lymphoma,C81.02,Nodular lymphocyte predominant Hodgkin lymphoma intrathoracic lymph nodes,C81 | C81.02 | Nodular Lymphocyte Predominant Hodgkin Lymphoma Intrathoracic Lymph Nodes | NLPHL | LP Hodgkin Lymphoma | Mediastinal Hodgkin Lymphoma | Chest Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,89b0295e-bd3f-50b9-a3a6-d44974db244d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.02
640,C81,Lymphoma,Hodgkin lymphoma,C81.03,Nodular lymphocyte predominant Hodgkin lymphoma intra-abdominal lymph nodes,C81 | C81.03 | Nodular Lymphocyte Predominant Hodgkin Lymphoma Intra-Abdominal Lymph Nodes | NLPHL | LP Hodgkin Lymphoma | Abdominal Hodgkin Lymphoma | Retroperitoneal Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,ce567fb2-8b73-5f75-940f-5aef52c5fa02,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.03
641,C81,Lymphoma,Hodgkin lymphoma,C81.04,Nodular lymphocyte predominant Hodgkin lymphoma lymph nodes of axilla and upper limb,C81 | C81.04 | Nodular Lymphocyte Predominant Hodgkin Lymphoma Lymph Nodes of Axilla and Upper Limb | NLPHL | LP Hodgkin Lymphoma | Axillary Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,f62101c7-bbea-54f1-85d6-874c3c3c12c6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.04
642,C81,Lymphoma,Hodgkin lymphoma,C81.05,Nodular lymphocyte predominant Hodgkin lymphoma lymph nodes of inguinal region and lower limb,C81 | C81.05 | Nodular Lymphocyte Predominant Hodgkin Lymphoma Lymph Nodes of Inguinal Region and Lower Limb | NLPHL | LP Hodgkin Lymphoma | Inguinal Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,44b20bd7-02a7-5ae1-9398-27d8e3dee0be,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.05
643,C81,Lymphoma,Hodgkin lymphoma,C81.06,Nodular lymphocyte predominant Hodgkin lymphoma intrapelvic lymph nodes,C81 | C81.06 | Nodular Lymphocyte Predominant Hodgkin Lymphoma Intrapelvic Lymph Nodes | NLPHL | LP Hodgkin Lymphoma | Pelvic Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,b1b180d9-04b8-562d-9c7b-6943582912a9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.06
644,C81,Lymphoma,Hodgkin lymphoma,C81.07,Nodular lymphocyte predominant Hodgkin lymphoma spleen,C81 | C81.07 | Nodular Lymphocyte Predominant Hodgkin Lymphoma Spleen | NLPHL | LP Hodgkin Lymphoma | Splenic Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,b8834282-dd96-5bd6-b6d8-ce34a5c8f451,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.07
1229,C94,Leukemia,Other leukemias of specified cell type,C94.81,Other specified leukemias in remission,C94 | C94.81 | Blastic Plasmacytoid Dendritic Cell Neoplasm in Rel | BPDCN-Rel | Blastic Plasmacytoid Dendritic Cell Neoplasm-Rel | Transient Abnormal Myelopoiesis in Rel | Transient Abnormal Myelopoiesis-Rel | Acute Basophilic Leukemia in Rel | Acute Basophilic Leukemia-Rel | Leukemia ,3d021313-660f-57b9-bad0-67b991aebf57,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.81
645,C81,Lymphoma,Hodgkin lymphoma,C81.08,Nodular lymphocyte predominant Hodgkin lymphoma lymph nodes of multiple sites,C81 | C81.08 | Nodular Lymphocyte Predominant Hodgkin Lymphoma Lymph Nodes of Multiple Sites | NLPHL | LP Hodgkin Lymphoma | Generalized Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,55f1508e-86b2-57b2-b6fe-98c5c5117290,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.08
646,C81,Lymphoma,Hodgkin lymphoma,C81.09,Nodular lymphocyte predominant Hodgkin lymphoma extranodal and solid organ sites,C81 | C81.09 | Nodular Lymphocyte Predominant Hodgkin Lymphoma Extranodal and Solid Organ Sites | NLPHL | LP Hodgkin Lymphoma | Extranodal Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,71a26e8e-f422-561d-b31e-08adc3695ccc,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.09
647,C81,Lymphoma,Hodgkin lymphoma,C81.0A,Nodular lymphocyte predominant Hodgkin lymphoma in remission,C81 | C81.0A | Nodular Lymphocyte Predominant Hodgkin Lymphoma In Remission | NLPHL | LP Hodgkin Lymphoma | Hodgkin Lymphoma Remission | HL | Hodgkin's Lymphoma,b775ed54-2e9d-5b27-9167-d912b1c8a8b4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.0A
648,C81,Lymphoma,Hodgkin lymphoma,C81.1,Nodular sclerosis Hodgkin lymphoma,C81 | C81.1 | Nodular Sclerosis Hodgkin Lymphoma | NSHL | Nodular Sclerosis HL | NS Hodgkin Lymphoma | Classical HL - Nodular Sclerosis | Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,c1bf3278-0c66-5f8f-989d-81186f944127,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.1
649,C81,Lymphoma,Hodgkin lymphoma,C81.10,Nodular sclerosis Hodgkin lymphoma unspecified site,C81 | C81.10 | Nodular Sclerosis Hodgkin Lymphoma Unspecified Site | NSHL | Nodular Sclerosis HL | Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,55dc3992-7f8e-553b-8df2-93b857c406ea,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.10
650,C81,Lymphoma,Hodgkin lymphoma,C81.11,"Nodular sclerosis Hodgkin lymphoma lymph nodes of head, face, and neck","C81 | C81.11 | Nodular Sclerosis Hodgkin Lymphoma Lymph Nodes of Head, Face, and Neck | NSHL | Cervical Hodgkin Lymphoma | HL | Hodgkin's Lymphoma",2830ead4-ec65-5a27-968e-8f8e14f67846,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.11
651,C81,Lymphoma,Hodgkin lymphoma,C81.12,Nodular sclerosis Hodgkin lymphoma intrathoracic lymph nodes,C81 | C81.12 | Nodular Sclerosis Hodgkin Lymphoma Intrathoracic Lymph Nodes | NSHL | Mediastinal Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,0e2f4d82-2bbd-53b6-a8c7-8ba99d6510da,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.12
922,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.07,Mycosis fungoides spleen,C84 | C84.07 | T cell Lymphoma  | T-cell lymphoma | T cell lymphoma |Cutaneous T-cell lymphoma| Lymphoma | Mycosis Fungoides | Cutaneous- T cell Lymphoma | CTCL | C-TCL | |  T cell Lymphoma | Mycosis fungoides of Spleen | Spleen Mycosis fungoides | NK Cell Lymphoma  | Mycosis fungoides of Spleen | T/NK-cell lymphoma | Lymphoma |,05c7aadd-2438-5127-8724-ab6aad7939cf,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.07
652,C81,Lymphoma,Hodgkin lymphoma,C81.13,Nodular sclerosis Hodgkin lymphoma intra-abdominal lymph nodes,C81 | C81.13 | Nodular Sclerosis Hodgkin Lymphoma Intra-Abdominal Lymph Nodes | NSHL | Abdominal Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,ad25e45b-563a-550d-b265-20e6b9eaa16f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.13
653,C81,Lymphoma,Hodgkin lymphoma,C81.14,Nodular sclerosis Hodgkin lymphoma lymph nodes of axilla and upper limb,C81 | C81.14 | Nodular Sclerosis Hodgkin Lymphoma Lymph Nodes of Axilla and Upper Limb | NSHL | Axillary Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,9d8231a8-5d7e-56b7-a061-bc062996d528,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.14
654,C81,Lymphoma,Hodgkin lymphoma,C81.15,Nodular sclerosis Hodgkin lymphoma lymph nodes of inguinal region and lower limb,C81 | C81.15 | Nodular Sclerosis Hodgkin Lymphoma Lymph Nodes of Inguinal Region and Lower Limb | NSHL | Inguinal Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,8e0f007f-de60-52ad-8f67-687618958531,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.15
655,C81,Lymphoma,Hodgkin lymphoma,C81.16,Nodular sclerosis Hodgkin lymphoma intrapelvic lymph nodes,C81 | C81.16 | Nodular Sclerosis Hodgkin Lymphoma Intrapelvic Lymph Nodes | NSHL | Pelvic Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,37141af8-3254-53d4-b5ba-45b52e979d51,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.16
656,C81,Lymphoma,Hodgkin lymphoma,C81.17,Nodular sclerosis Hodgkin lymphoma spleen,C81 | C81.17 | Nodular Sclerosis Hodgkin Lymphoma Spleen | NSHL | Splenic Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,a8a7a78b-9e35-5b08-a0d9-c3a4fc7e1a6c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.17
657,C81,Lymphoma,Hodgkin lymphoma,C81.18,Nodular sclerosis Hodgkin lymphoma lymph nodes of multiple sites,C81 | C81.18 | Nodular Sclerosis Hodgkin Lymphoma Lymph Nodes of Multiple Sites | NSHL | Generalized Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,92892aaf-b23a-5196-9969-2c5516352490,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.18
658,C81,Lymphoma,Hodgkin lymphoma,C81.19,Nodular sclerosis Hodgkin lymphoma extranodal and solid organ sites,C81 | C81.19 | Nodular Sclerosis Hodgkin Lymphoma Extranodal and Solid Organ Sites | NSHL | Extranodal Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,5a3af35b-06a5-57d6-84dd-313776fd519d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.19
1014,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.12,Unspecified B-cell lymphoma intrathoracic lymph nodes,C85 | C85.12 |  NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's  | Non Hodgkin's Lymphoma | B-Cell Lymphoma | B Cell Lymphoma,4d206513-45e0-5dd8-aa5f-4e711525d36b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.12
659,C81,Lymphoma,Hodgkin lymphoma,C81.1A,Nodular sclerosis Hodgkin lymphoma in remission,C81 | C81.1A | Nodular Sclerosis Hodgkin Lymphoma In Remission | NSHL | Hodgkin Lymphoma Remission | HL | Hodgkin's Lymphoma,2a5cf0af-1e9d-5501-9ca7-629ff5cfc96a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.1A
660,C81,Lymphoma,Hodgkin lymphoma,C81.2,Mixed cellularity Hodgkin lymphoma,C81 | C81.2 | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | Classical HL - Mixed Cellularity | Hodgkin Lymphoma | HL | Hodgkin's Lymphoma,69a19d31-3bc2-54f7-bcd4-8dc3218ff908,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.2
661,C81,Lymphoma,Hodgkin lymphoma,C81.20,Mixed cellularity Hodgkin lymphoma unspecified site,C81 | C81.20 | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | Classical HL - Mixed Cellularity | Hodgkin Lymphoma |,3a8215a8-ff73-5b26-8a68-f59d09db1d63,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.20
662,C81,Lymphoma,Hodgkin lymphoma,C81.21,"Mixed cellularity Hodgkin lymphoma lymph nodes of head, face, and neck","C81 | C81.21 | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | Lymph Nodes of Head, Face, and Neck | Classical HL - Mixed Cellularity | Hodgkin Lymphoma |",739d9845-91ab-5e8b-9d75-21007d23e7ee,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.21
663,C81,Lymphoma,Hodgkin lymphoma,C81.22,Mixed cellularity Hodgkin lymphoma intrathoracic lymph nodes,C81 | C81.22 | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | Intrathoracic Lymph Nodes | Classical HL - Mixed Cellularity | Hodgkin Lymphoma |,f92cb88f-5475-5925-b2c1-12e1fbff5d21,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.22
664,C81,Lymphoma,Hodgkin lymphoma,C81.23,Mixed cellularity Hodgkin lymphoma intra-abdominal lymph nodes,C81 | C81.23 | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | Intra-abdominal Lymph Nodes | Classical HL - Mixed Cellularity | Hodgkin Lymphoma |,cc1c4bdf-ecd7-5620-a086-86eef13688b4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.23
665,C81,Lymphoma,Hodgkin lymphoma,C81.24,Mixed cellularity Hodgkin lymphoma lymph nodes of axilla and upper limb,C81 | C81.24 | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | Lymph Nodes of Axilla and Upper Limb | Classical HL - Mixed Cellularity | Hodgkin Lymphoma |,29fb7fad-aa9f-5227-95fa-76d30ca000b5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.24
923,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.08,Mycosis fungoides lymph nodes of multiple sites,C84 | C84.07 | T cell Lymphoma  | T-cell lymphoma | T cell lymphoma |Cutaneous T-cell lymphoma| Lymphoma | Mycosis Fungoides | Cutaneous- T cell Lymphoma | CTCL | C-TCL | |  Mycosis Fungoides lymph node | NK Cell Lymphoma | T/NK-cell lymphoma | Lymphoma |,2c65aa9a-1ab9-5f0c-a61c-a2bf9beb4ed1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.08
666,C81,Lymphoma,Hodgkin lymphoma,C81.25,Mixed cellularity Hodgkin lymphoma lymph nodes of inguinal region and lower limb,C81 | C81.25 | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | Lymph Nodes of Inguinal Region and Lower Limb | Classical HL - Mixed Cellularity | Hodgkin Lymphoma |,476571fd-46ad-52da-b4d4-8251b4c3c897,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.25
667,C81,Lymphoma,Hodgkin lymphoma,C81.26,Mixed cellularity Hodgkin lymphoma intrapelvic lymph nodes,C81 | C81.26 | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | Intrapelvic Lymph Nodes | Classical HL - Mixed Cellularity | Hodgkin Lymphoma |,8f20496c-8990-55c4-9f53-669105a291b4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.26
668,C81,Lymphoma,Hodgkin lymphoma,C81.27,Mixed cellularity Hodgkin lymphoma spleen,C81 | C81.27 | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | Spleen | Classical HL - Mixed Cellularity | Hodgkin Lymphoma |,921c60f6-23c3-5ea3-a2e0-649c78647f8d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.27
669,C81,Lymphoma,Hodgkin lymphoma,C81.28,Mixed cellularity Hodgkin lymphoma lymph nodes of multiple sites,C81 | C81.28 | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | Lymph Nodes of Multiple Sites | Classical HL - Mixed Cellularity | Hodgkin Lymphoma |,ef42126c-da66-584d-a0dc-b52aee14e5f3,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.28
670,C81,Lymphoma,Hodgkin lymphoma,C81.29,Mixed cellularity Hodgkin lymphoma extranodal and solid organ sites,C81 | C81.29 | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | Extranodal and Solid Organ Sites | Classical HL - Mixed Cellularity | Hodgkin Lymphoma |,0789534f-4f64-562a-bbbf-d5553951c246,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.29
671,C81,Lymphoma,Hodgkin lymphoma,C81.2A,Mixed cellularity Hodgkin lymphoma in remission,C81 | C81.2A | Mixed Cellularity Hodgkin Lymphoma | MCHL | Mixed Cellularity HL | MC Hodgkin Lymphoma | In Remission | Hodgkin Lymphoma |,6f9581f0-696c-5570-b0f5-3b39bfb54ade,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.2A
672,C81,Lymphoma,Hodgkin lymphoma,C81.3,Lymphocyte depleted Hodgkin lymphoma,C81 | C81.3 | Lymphocyte Depleted Hodgkin Lymphoma | LDHL | Lymphocyte Depleted HL | LD Hodgkin Lymphoma | Classical HL - Lymphocyte Depleted | Hodgkin Lymphoma |,245b3609-58f7-5a9a-95e3-1961e6b14293,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.3
924,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.09,Mycosis fungoides extranodal and solid organ sites,C84 | C84.09 | T cell Lymphoma  | T-cell lymphoma | T cell lymphoma |Cutaneous T-cell lymphoma| Lymphoma | Mycosis Fungoides | Cutaneous- T cell Lymphoma | CTCL | C-TCL | |  Mycosis Fungoides lymph node | NK Cell Lymphoma | Extra nodal Mycosis fungoides |  Extra-nodal Mycosis fungoides | T/NK-cell lymphoma | Lymphoma |,9acf9b86-0214-5326-85c8-cdd009431467,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.09
673,C81,Lymphoma,Hodgkin lymphoma,C81.30,Lymphocyte depleted Hodgkin lymphoma unspecified site,C81 | C81.30 | Lymphocyte Depleted Hodgkin Lymphoma | LDHL | Lymphocyte Depleted HL | LD Hodgkin Lymphoma | Unspecified Site | Classical HL - Lymphocyte Depleted | Hodgkin Lymphoma |,39a80111-d40c-5da7-b03d-930d055fa5ec,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.30
674,C81,Lymphoma,Hodgkin lymphoma,C81.31,"Lymphocyte depleted Hodgkin lymphoma lymph nodes of head, face, and neck","C81 | C81.31 | Lymphocyte Depleted Hodgkin Lymphoma | LDHL | Lymphocyte Depleted HL | LD Hodgkin Lymphoma | Lymph Nodes of Head, Face, and Neck | Classical HL - Lymphocyte Depleted | Hodgkin Lymphoma |",a4e8fe04-5b3e-5c06-a6ed-5f838f986208,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-/C81.31
